Frame,WallSeconds,DeltaMs,CpuInputAndUiMs,CpuCelestialTickMs,CpuEditorAndPanelsMs,CpuSimulationAndInterfaceMs,CpuScenePushMs,CpuRecordAndPresentMs,CpuFrameCapWaitMs,GpuValid,GpuCullMs,GpuRasterMs,GpuHiZMs,GpuResolveMs,GpuKernelMs,GpuShadowMs,GpuRestirMs,GpuPostMs,GpuSkyMs,GpuVolumeMs,ClusterTotal,ClustersVisible,TrianglesDrawn,Fps,ResidentMiB
1631,354.5080,60.9020,0.6000,0.0182,2.7213,0.0812,0.0145,3.6041,0.0014,1,0.0790,7.9113,0.0343,0.6636,20.4310,0.0000,20.4310,0.3788,0.0000,0.0000,2046,1712,193132,25.83,821.9
1632,354.5150,7.0496,0.0701,0.0166,2.0784,0.0565,0.0118,24.9469,0.0014,1,0.0843,8.4227,0.0355,0.7575,20.5183,0.0000,20.5183,0.3820,0.0000,0.0000,2046,1712,193132,26.02,821.9
1633,354.5422,27.1887,0.0709,0.0187,3.1243,0.0597,0.0118,56.2865,0.0012,1,0.0893,7.8806,0.0351,0.7476,20.3023,0.0000,20.3023,0.3804,0.0000,0.0000,2046,1712,193132,26.34,821.9
1634,354.6018,59.5815,0.7587,0.0193,2.2973,0.0658,0.0129,3.6529,0.0011,1,0.0777,7.3143,0.0348,0.7066,20.8336,0.0000,20.8336,0.3796,0.0000,0.0000,2046,1712,193132,26.06,821.9
1635,354.6086,6.8158,0.2365,0.0171,3.2194,0.0591,0.0105,23.6292,0.0016,1,0.0888,8.2625,0.0350,0.6698,20.0595,0.0000,20.0595,0.3817,0.0000,0.0000,2046,1712,193132,26.23,821.9
1636,354.6358,27.1826,0.6609,0.0174,2.2034,0.0587,0.0117,55.9812,0.0014,1,0.0951,8.2143,0.0348,0.7922,20.5297,0.0000,20.5297,0.3746,0.0000,0.0000,2046,1712,193132,26.61,821.9
1637,354.6947,58.9432,0.6733,0.0179,2.7758,0.0649,0.0107,3.6136,0.0009,1,0.0778,7.2491,0.0369,0.7193,20.4595,0.0000,20.4595,0.3772,0.0000,0.0000,2046,1712,193132,26.30,821.9
1638,354.7019,7.1657,0.5505,0.0168,2.2980,0.0568,0.0099,22.7782,0.0012,1,0.0810,7.9022,0.0352,0.8663,20.1670,0.0000,20.1670,0.3798,0.0000,0.0000,2046,1712,193132,26.53,821.9
1639,354.7276,25.7198,0.5884,0.0170,2.6196,0.0669,0.0127,26.8722,0.0014,1,0.0826,7.7776,0.0349,0.6533,19.9268,0.0000,19.9268,0.3787,0.0000,0.0000,2046,1712,193132,26.87,821.9
1640,354.7578,30.1876,0.5758,0.0159,1.9496,0.0579,0.0122,25.6153,0.0012,1,0.0833,7.9112,0.0363,0.6688,19.7748,0.0000,19.7748,0.3795,0.0000,0.0000,2046,1712,193132,26.73,802.9
1641,354.7860,28.2368,0.6008,0.0183,2.1020,0.0545,0.0121,55.4840,0.0013,1,0.0797,7.9185,0.0363,0.6596,19.7629,0.0000,19.7629,0.3772,0.0000,0.0000,2046,1712,193132,26.80,802.9
1642,354.8443,58.2809,0.5536,0.0177,1.8338,0.0562,0.0123,3.0977,0.0010,1,0.0823,7.2233,0.0348,0.7292,19.8949,0.0000,19.8949,0.3781,0.0000,0.0000,2046,1712,193132,26.70,802.9
1643,354.8499,5.5803,0.0641,0.0162,2.0425,0.0574,0.0111,26.7044,0.0013,1,0.0788,8.1130,0.0351,0.7328,19.8939,0.0000,19.8939,0.3757,0.0000,0.0000,2046,1712,193132,27.27,802.9
1644,354.8788,28.9111,0.0728,0.0170,2.8678,0.0717,0.0142,56.8893,0.0014,1,0.0827,9.1023,0.0367,0.8229,20.5383,0.0000,20.5383,0.3920,0.0000,0.0000,2046,1712,193132,27.14,802.9
1645,354.9388,59.9437,0.2481,0.0196,4.0157,0.0700,0.0119,4.1591,0.0009,1,0.0816,7.9910,0.0348,0.6472,19.5914,0.0000,19.5914,0.3766,0.0000,0.0000,2046,1712,193132,26.86,802.9
1646,354.9473,8.5317,0.5045,0.0175,4.2519,0.0737,0.0131,20.9795,0.0010,1,0.0785,7.5076,0.0348,0.7458,21.1659,0.0000,21.1659,0.3770,0.0000,0.0000,2046,1712,193132,27.09,802.9
1647,354.9731,25.8475,0.0519,0.0129,2.8363,0.0678,0.0123,27.1898,0.0010,1,0.0807,8.3547,0.0353,0.6733,19.7356,0.0000,19.7356,0.3742,0.0000,0.0000,2046,1712,193132,27.20,802.9
1648,355.0033,30.1808,0.0624,0.0186,2.8301,0.0663,0.0144,26.5424,0.0017,1,0.0814,7.6969,0.0348,0.6367,20.4171,0.0000,20.4171,0.3764,0.0000,0.0000,2046,1712,193132,27.28,802.9
1649,355.0329,29.5453,0.0737,0.0192,2.5813,0.0604,0.0113,53.7011,0.0010,1,0.0827,7.7664,0.0351,0.6581,20.2868,0.0000,20.2868,0.3754,0.0000,0.0000,2046,1712,193132,27.37,802.9
1650,355.0893,56.4563,0.5939,0.0161,2.0092,0.0594,0.0125,3.0038,0.0012,1,0.0789,7.2666,0.0359,0.7066,19.3314,0.0000,19.3314,0.3745,0.0000,0.0000,2046,1712,193132,27.28,802.9
1651,355.0950,5.7087,0.6228,0.0150,1.9903,0.0561,0.0113,24.5129,0.0012,1,0.0763,7.9872,0.0354,0.7057,19.4609,0.0000,19.4609,0.3745,0.0000,0.0000,2046,1712,193132,27.50,802.9
1652,355.1223,27.2191,0.5512,0.0154,1.8985,0.0574,0.0110,53.1424,0.0017,1,0.0776,7.7965,0.0348,0.6135,19.5272,0.0000,19.5272,0.3759,0.0000,0.0000,2046,1712,193132,27.59,802.9
1653,355.1779,55.6863,0.9488,0.0167,2.6177,0.0594,0.0107,3.3501,0.0016,1,0.0789,7.2000,0.0352,0.7455,19.1101,0.0000,19.1101,0.3744,0.0000,0.0000,2046,1712,193132,27.50,802.9
1654,355.1850,7.0126,0.0803,0.0156,2.0123,0.0461,0.0086,22.5962,0.0019,1,0.0897,7.9878,0.0351,0.7622,19.3501,0.0000,19.3501,0.3744,0.0000,0.0000,2046,1712,193132,27.73,802.9
1655,355.2097,24.7694,0.8948,0.0171,1.8575,0.0540,0.0106,57.9344,0.0017,1,0.0799,7.7685,0.0348,0.8542,19.8559,0.0000,19.8559,0.3743,0.0000,0.0000,2046,1712,193132,27.82,802.9
1656,355.2705,60.7793,0.9021,0.0268,2.5594,0.0659,0.0132,3.8586,0.0014,1,0.0778,8.8757,0.0358,0.6842,20.7497,0.0000,20.7497,0.3756,0.0000,0.0000,2046,1712,193132,27.70,823.9
1657,355.2780,7.4379,0.7131,0.0212,2.6499,0.0697,0.0117,23.2871,0.0014,1,0.1058,9.2142,0.0351,0.7516,19.9405,0.0000,19.9405,0.3756,0.0000,0.0000,2046,1712,193132,27.87,823.9
1658,355.3047,26.7637,1.2489,0.0222,2.6629,0.0695,0.0148,26.4696,0.0010,1,0.0814,8.7329,0.0347,0.6909,19.4564,0.0000,19.4564,0.3705,0.0000,0.0000,2046,1712,193132,27.93,823.9
1659,355.3352,30.4965,0.6909,0.0174,2.3287,0.0560,0.0115,25.8379,0.0012,1,0.0827,7.6792,0.0353,0.7321,19.0850,0.0000,19.0850,0.3729,0.0000,0.0000,2046,1712,193132,27.96,823.9
1660,355.3642,28.9523,0.5744,0.0168,2.1786,0.0641,0.0127,53.3867,0.0012,1,0.0800,8.2305,0.0349,0.7045,19.3621,0.0000,19.3621,0.3711,0.0000,0.0000,2046,1712,193132,28.01,823.9
1661,355.4855,100.0000,0.8818,0.0124,2.2121,0.0479,0.0089,4.4770,0.0013,1,0.0929,7.3286,0.0348,0.6287,19.6063,0.0000,19.6063,0.3728,0.0000,0.0000,2046,1712,193132,27.64,823.9
1662,355.4932,7.6603,0.0731,0.0169,3.4382,0.1001,0.0144,31.4415,0.0014,1,0.0766,8.2129,0.0354,0.9379,25.9501,0.0000,25.9501,0.5102,0.0000,0.0000,2046,1712,193132,27.84,823.9
1663,355.5283,35.0938,0.0748,0.0178,2.5725,0.0665,0.0134,3.3510,0.0014,1,0.0765,8.4884,0.0355,0.7135,21.0654,0.0000,21.0654,0.5980,0.0000,0.0000,2046,1712,193132,27.88,823.9
1664,355.5344,6.1056,0.0739,0.0191,3.4009,0.0655,0.0100,23.6385,0.0013,1,0.0785,8.1223,0.0363,0.7045,20.0230,0.0000,20.0230,0.3706,0.0000,0.0000,2046,1712,193132,28.08,823.9
1665,355.5616,27.2191,0.0764,0.0195,2.5280,0.0652,0.0137,27.1896,0.0010,1,0.0871,8.4420,0.0350,0.6854,19.1521,0.0000,19.1521,0.3681,0.0000,0.0000,2046,1712,193132,28.13,823.9
1666,355.5915,29.9017,0.6556,0.0164,1.9913,0.0590,0.0134,24.6572,0.0014,1,0.0809,7.6305,0.0348,0.6163,19.1925,0.0000,19.1925,0.3701,0.0000,0.0000,2046,1712,193132,28.41,823.9
1667,355.6189,27.4032,1.3550,0.0204,2.5441,0.0574,0.0103,25.1229,0.0017,1,0.0814,7.5743,0.0346,0.6593,18.9835,0.0000,18.9835,0.3682,0.0000,0.0000,2046,1712,193132,28.27,823.9
1668,355.6480,29.1197,0.7094,0.0158,2.4149,0.0574,0.0122,24.7532,0.0014,1,0.0781,7.7339,0.0348,0.6185,19.1009,0.0000,19.1009,0.3703,0.0000,0.0000,2046,1712,193132,28.32,823.9
1669,355.6760,27.9745,0.6426,0.0158,2.5025,0.0835,0.0171,53.2895,0.0011,1,0.0816,7.5224,0.0352,0.6063,19.2750,0.0000,19.2750,0.3683,0.0000,0.0000,2046,1712,193132,28.39,823.9
1670,355.7326,56.5598,0.6461,0.0166,2.1127,0.0550,0.0105,3.2839,0.0013,1,0.0831,7.3230,0.0349,0.6212,19.1598,0.0000,19.1598,0.3679,0.0000,0.0000,2046,1712,193132,28.28,823.9
1671,355.7387,6.1371,0.0763,0.0181,2.6330,0.0470,0.0086,23.2862,0.0012,1,0.0776,8.0259,0.0353,0.6924,19.0850,0.0000,19.0850,0.3688,0.0000,0.0000,2046,1712,193132,28.53,823.9
1672,355.7648,26.0776,0.5999,0.0141,2.0938,0.0561,0.0115,26.0683,0.0015,1,0.0797,7.5804,0.0361,0.6697,19.4253,0.0000,19.4253,0.3678,0.0000,0.0000,2046,1712,193132,28.59,823.9
1673,355.7936,28.8528,0.5996,0.0142,2.1658,0.0744,0.0155,26.0003,0.0011,1,0.0759,7.7784,0.0337,0.6620,19.9495,0.0000,19.9495,0.3667,0.0000,0.0000,2046,1712,193132,28.66,797.8
1674,355.8225,28.8799,0.0673,0.0169,2.3316,0.0781,0.0127,26.6065,0.0017,1,0.0820,8.0533,0.0351,0.6431,19.2960,0.0000,19.2960,0.3681,0.0000,0.0000,2046,1712,193132,28.73,797.8
1675,355.8516,29.1222,0.0678,0.0171,2.1251,0.0605,0.0122,27.5850,0.0010,1,0.0836,7.8887,0.0348,0.6595,19.7469,0.0000,19.7469,0.3688,0.0000,0.0000,2046,1712,193132,28.81,797.8
1676,355.8815,29.8775,0.1967,0.0178,3.1402,0.0883,0.0198,54.2732,0.0014,1,0.0896,8.8751,0.0345,0.9400,19.8950,0.0000,19.8950,0.3690,0.0000,0.0000,2046,1712,193132,28.87,797.8
1677,355.9393,57.7461,0.4818,0.0178,4.6095,0.1481,0.0317,5.0875,0.0014,1,0.0776,7.3467,0.0353,0.6348,19.0532,0.0000,19.0532,0.3640,0.0000,0.0000,2046,1712,193132,28.98,797.8
1678,355.9496,10.3861,0.0571,0.0168,2.8410,0.0597,0.0126,24.5811,0.0018,1,0.0803,9.9050,0.0359,0.8704,19.5644,0.0000,19.5644,0.3660,0.0000,0.0000,2046,1712,193132,28.95,797.8
1679,355.9772,27.5782,0.5933,0.0191,4.0763,0.0707,0.0122,50.9955,0.0016,1,0.0823,7.8817,0.0362,0.7779,18.7131,0.0000,18.7131,0.3641,0.0000,0.0000,2046,1712,193132,29.01,797.8
1680,356.0330,55.7782,1.3449,0.0217,3.2578,0.0737,0.0134,4.6267,0.0013,1,0.0769,7.2739,0.0358,0.7434,20.0210,0.0000,20.0210,0.3646,0.0000,0.0000,2046,1712,193132,28.89,797.8
1681,356.0424,9.3487,0.0760,0.0198,4.3388,0.0811,0.0143,19.7477,0.0014,1,0.0771,7.4684,0.0348,0.6618,20.5264,0.0000,20.5264,0.3630,0.0000,0.0000,2046,1712,193132,29.09,797.8
1682,356.0667,24.2881,0.7575,0.0186,3.7073,0.0637,0.0101,51.4304,0.0018,1,0.0790,7.5691,0.0348,0.6496,19.2160,0.0000,19.2160,0.3646,0.0000,0.0000,2046,1712,193132,29.19,797.8
1683,356.1226,55.9981,1.2890,0.0205,3.8391,0.0691,0.0117,3.9455,0.0008,1,0.0769,7.3437,0.0350,0.7741,19.3184,0.0000,19.3184,0.3661,0.0000,0.0000,2046,1712,193132,29.02,797.8
1684,356.1318,9.1816,0.5726,0.0170,2.1750,0.0606,0.0119,22.2855,0.0014,1,0.0790,7.8483,0.0351,0.9073,20.2437,0.0000,20.2437,0.3612,0.0000,0.0000,2046,1712,193132,29.22,797.8
1685,356.1570,25.1338,0.6278,0.0182,3.1567,0.0562,0.0108,52.4979,0.0020,1,0.0896,8.5220,0.0351,0.6576,19.2643,0.0000,19.2643,0.3600,0.0000,0.0000,2046,1712,193132,29.31,797.8
1686,356.2133,56.3775,0.5637,0.0144,1.8897,0.0509,0.0110,2.7012,0.0012,1,0.0809,7.3198,0.0359,0.7134,19.2689,0.0000,19.2689,0.3612,0.0000,0.0000,2046,1712,193132,29.21,797.8
1687,356.2186,5.2394,0.0638,0.0149,2.0170,0.0476,0.0067,24.3824,0.0013,1,0.0770,7.6456,0.0345,0.6002,19.0032,0.0000,19.0032,0.3617,0.0000,0.0000,2046,1712,193132,29.45,797.8
1688,356.2451,26.5411,1.1573,0.0158,2.8546,0.0578,0.0114,51.1593,0.0011,1,0.0791,7.4658,0.0362,0.6180,19.0837,0.0000,19.0837,0.3623,0.0000,0.0000,2046,1712,193132,29.54,797.8
1689,356.3004,55.2652,0.4939,0.0181,3.1664,0.0603,0.0110,3.9013,0.0009,1,0.0777,7.1644,0.0361,0.6061,18.6619,0.0000,18.6619,0.3598,0.0000,0.0000,2046,1712,193132,29.41,800.3
1690,356.3080,7.6710,0.4555,0.0140,3.4628,0.0538,0.0115,19.3681,0.0012,1,0.0769,7.3551,0.0365,0.6811,19.1646,0.0000,19.1646,0.3599,0.0000,0.0000,2046,1712,193132,29.63,800.3
1691,356.3314,23.3862,0.4803,0.0184,3.1907,0.0654,0.0109,68.5267,0.0016,1,0.0797,7.6151,0.0348,0.6016,26.4919,0.0000,26.4919,0.4460,0.0000,0.0000,2046,1721,194156,29.73,800.3
1692,356.4037,72.3126,0.4836,0.0177,2.1906,0.0680,0.0126,3.5805,0.0015,1,0.0779,7.2090,0.0363,0.6063,26.5070,0.0000,26.5070,0.4416,0.0000,0.0000,2046,1730,195180,29.46,800.3
1693,356.4101,6.3741,0.0732,0.0181,3.7728,0.0552,0.0115,30.1455,0.0011,1,0.0825,8.7651,0.0355,0.7132,26.7288,0.0000,26.7288,0.4332,0.0000,0.0000,2046,1749,197356,29.70,800.3
1694,356.4442,34.0973,1.3720,0.0204,1.9929,0.0566,0.0115,65.9655,0.0016,1,0.0798,8.0856,0.0348,0.7306,24.4788,0.0000,24.4788,0.4091,0.0000,0.0000,2046,1816,204460,29.72,800.3
1695,356.5136,69.4413,1.9322,0.0222,2.4318,0.0646,0.0135,3.6782,0.0013,1,0.0797,7.8478,0.0363,0.7681,24.6905,0.0000,24.6905,0.4097,0.0000,0.0000,2046,1816,204460,29.48,800.3
1696,356.5218,8.1651,0.0699,0.0184,2.5551,0.0502,0.0092,26.6105,0.0011,1,0.0915,9.1856,0.0356,0.9077,23.4045,0.0000,23.4045,0.3810,0.0000,0.0000,2046,1854,208952,29.70,800.3
1697,356.5511,29.3359,0.2225,0.0169,3.0683,0.0739,0.0139,54.3225,0.0012,1,0.0880,8.8644,0.0354,0.8187,19.0157,0.0000,19.0157,0.3565,0.0000,0.0000,2046,1914,215900,29.76,800.3
1698,356.6089,57.7388,0.4835,0.0206,2.4532,0.0566,0.0118,3.0035,0.0013,1,0.0877,8.0362,0.0359,0.7722,18.7830,0.0000,18.7830,0.3570,0.0000,0.0000,2046,1914,215900,29.63,800.3
1699,356.6150,6.0512,0.6810,0.0168,1.7165,0.0418,0.0086,22.9390,0.0011,1,0.0852,9.0162,0.0358,0.8786,17.7226,0.0000,17.7226,0.3605,0.0000,0.0000,2046,1911,215598,29.86,800.3
1700,356.6404,25.4241,0.4625,0.0185,2.1877,0.0647,0.0126,25.0949,0.0015,1,0.0984,8.6665,0.0348,0.7700,16.4063,0.0000,16.4063,0.3559,0.0000,0.0000,2046,1904,214894,29.96,800.3
1701,356.6682,27.8624,0.4710,0.0193,2.4575,0.0675,0.0120,23.3941,0.0021,1,0.0957,8.6221,0.0349,0.8099,16.2361,0.0000,16.2361,0.3566,0.0000,0.0000,2046,1903,214702,30.04,800.3
1702,356.6947,26.4434,0.4215,0.0138,2.1733,0.0629,0.0165,25.3703,0.0014,1,0.0994,9.0796,0.0365,0.8745,16.8629,0.0000,16.8629,0.3567,0.0000,0.0000,2046,1887,212910,30.14,800.3
1703,356.7227,28.0822,0.7715,0.0209,2.1142,0.0570,0.0126,23.9342,0.0012,1,0.0922,8.5445,0.0350,0.8905,16.5692,0.0000,16.5692,0.3538,0.0000,0.0000,2046,1871,211246,30.21,800.3
1704,356.7499,27.1486,0.4577,0.0185,2.0486,0.0555,0.0107,50.7862,0.0015,1,0.1106,8.8372,0.0350,0.9892,16.8832,0.0000,16.8832,0.3589,0.0000,0.0000,2046,1849,208686,30.30,800.3
1705,356.8033,53.3996,0.5210,0.0198,3.6127,0.0746,0.0115,4.5976,0.0012,1,0.0857,8.0059,0.0348,0.9133,16.9943,0.0000,16.9943,0.3575,0.0000,0.0000,2046,1831,206614,30.18,794.8
1706,356.8122,8.8583,0.4716,0.0152,2.0915,0.0510,0.0090,18.7164,0.0017,1,0.1716,7.8979,0.0351,1.0711,16.7937,0.0000,16.7937,0.3583,0.0000,0.0000,2046,1797,202828,30.49,794.8
1707,356.8335,21.3747,0.4789,0.0174,3.0826,0.0659,0.0132,24.3829,0.0014,1,0.0898,7.7502,0.0369,0.9283,17.2880,0.0000,17.2880,0.3599,0.0000,0.0000,2046,1725,194732,30.67,794.8
1708,356.8616,28.0618,0.4910,0.0193,2.3819,0.0653,0.0164,25.1313,0.0015,1,0.0937,8.1306,0.0367,0.7898,18.1711,0.0000,18.1711,0.3538,0.0000,0.0000,2046,1714,193452,30.82,794.8
1709,356.8897,28.1262,1.0145,0.0181,3.0512,0.0599,0.0116,26.5679,0.0016,1,0.0925,7.9122,0.0348,0.8973,19.9443,0.0000,19.9443,0.3557,0.0000,0.0000,2046,1690,190764,30.94,794.8
1710,356.9205,30.7479,0.6449,0.0340,4.0105,0.0785,0.0120,23.3789,0.0020,1,0.0810,7.9602,0.0348,0.8189,17.5067,0.0000,17.5067,0.3523,0.0000,0.0000,2046,1658,187180,31.34,794.8
1711,356.9487,28.1824,0.2376,0.0183,3.8167,0.0668,0.0117,47.9180,0.0015,1,0.0817,7.2680,0.0359,0.9462,18.7025,0.0000,18.7025,0.3578,0.0000,0.0000,2046,1625,183500,31.16,794.8
1712,357.0008,52.0896,0.8526,0.0228,2.3709,0.0613,0.0125,3.6821,0.0008,1,0.0778,6.7899,0.0351,0.8500,18.3979,0.0000,18.3979,0.3634,0.0000,0.0000,2046,1585,178876,31.06,794.8
1713,357.0078,7.0190,0.0699,0.0123,2.6512,0.0818,0.0161,21.4930,0.0013,1,0.0816,7.1926,0.0348,1.0523,17.9904,0.0000,17.9904,0.3560,0.0000,0.0000,2046,1545,174780,31.65,794.8
1714,357.0321,24.3431,0.9476,0.0194,2.2901,0.0645,0.0141,46.2564,0.0014,1,0.0880,6.7297,0.0351,0.8751,17.0695,0.0000,17.0695,0.3568,0.0000,0.0000,2046,1456,166364,31.51,794.8
1715,357.0817,49.6144,0.9533,0.0187,2.2211,0.0632,0.0132,3.6865,0.0013,1,0.0742,6.1738,0.0348,0.8289,16.9465,0.0000,16.9465,0.3537,0.0000,0.0000,2046,1445,164124,31.41,794.8
1716,357.0887,6.9771,0.0559,0.0166,3.3570,0.0601,0.0108,19.0839,0.0016,1,0.0836,6.8004,0.0346,0.9995,17.0759,0.0000,17.0759,0.3565,0.0000,0.0000,2046,1397,160028,31.68,794.8
1717,357.1113,22.6050,0.7847,0.0203,2.8651,0.0531,0.0097,45.5219,0.0010,1,0.0833,6.3590,0.0351,0.7148,17.2734,0.0000,17.2734,0.3573,0.0000,0.0000,2046,1287,151292,31.82,794.8
1718,357.1606,49.2776,1.0084,0.0216,2.4691,0.0588,0.0130,3.2302,0.0017,1,0.0901,5.7732,0.0348,0.7660,17.5428,0.0000,17.5428,0.3543,0.0000,0.0000,2046,1274,144892,32.05,794.8
1719,357.1674,6.8260,0.4447,0.0158,1.9462,0.0688,0.0114,19.3985,0.0013,1,0.1620,6.0574,0.0350,0.9485,17.4579,0.0000,17.4579,0.3558,0.0000,0.0000,2046,1238,142012,32.06,794.8
1720,357.1893,21.9058,0.4659,0.0175,3.2854,0.0573,0.0095,44.6845,0.0012,1,0.0713,5.4368,0.0335,0.6243,17.5338,0.0000,17.5338,0.3596,0.0000,0.0000,2046,1189,136436,32.16,794.8
1721,357.2379,48.5408,1.1327,0.0195,2.0625,0.0534,0.0111,3.3276,0.0010,1,0.0730,5.2164,0.0359,0.7309,17.7034,0.0000,17.7034,0.3573,0.0000,0.0000,2046,1192,135116,32.40,794.8
1722,357.2445,6.6210,0.1938,0.1914,3.9770,0.0645,0.0125,17.3104,0.0014,1,0.0713,5.3252,0.0348,0.6510,18.4703,0.0000,18.4703,0.3655,0.0000,0.0000,2046,1204,136268,32.40,794.8
1723,357.2662,21.7706,1.2683,0.0190,3.3045,0.0551,0.0109,22.8461,0.0010,1,0.0716,5.4626,0.0348,0.6903,19.6608,0.0000,19.6608,0.3770,0.0000,0.0000,2046,1239,140204,32.50,794.8
1724,357.2938,27.5231,0.4825,0.0195,2.9972,0.0436,0.0076,23.7452,0.0010,1,0.0767,5.7291,0.0362,0.9229,20.3770,0.0000,20.3770,0.3798,0.0000,0.0000,2046,1244,140780,32.55,794.8
1725,357.3211,27.3154,0.4793,0.0171,2.1344,0.0515,0.0114,25.4271,0.0018,1,0.0721,5.6959,0.0348,0.8266,20.2843,0.0000,20.2843,0.3873,0.0000,0.0000,2046,1261,142636,32.61,785.0
1726,357.3492,28.1406,1.0425,0.0186,2.0725,0.0508,0.0111,25.2207,0.0012,1,0.0771,5.8616,0.0349,0.7395,20.9090,0.0000,20.9090,0.3924,0.0000,0.0000,2046,1254,141612,32.68,785.0
1727,357.3777,28.4373,0.8522,0.0173,2.6207,0.0518,0.0108,55.2228,0.0019,1,0.0772,5.9967,0.0348,0.7946,21.4141,0.0000,21.4141,0.3966,0.0000,0.0000,2046,1254,141484,32.73,785.0
1728,357.4365,58.7969,0.8519,0.0190,1.9539,0.0551,0.0107,2.9511,0.0007,1,0.0744,5.4374,0.0359,0.7418,22.7099,0.0000,22.7099,0.4018,0.0000,0.0000,2046,1264,142508,32.77,785.0
1729,357.4423,5.8621,0.0637,0.0189,2.0025,0.0435,0.0085,25.7159,0.0015,1,0.0750,5.7216,0.0347,0.9951,22.8264,0.0000,22.8264,0.4040,0.0000,0.0000,2046,1261,142188,32.79,785.0
1730,357.4702,27.8735,0.5128,0.0192,2.1179,0.0524,0.0098,59.0397,0.0010,1,0.0756,5.6652,0.0333,0.7477,23.5658,0.0000,23.5658,0.4259,0.0000,0.0000,2046,1241,139884,32.82,785.0
1731,357.5320,61.7745,1.1716,0.0181,3.0659,0.0701,0.0152,3.7392,0.0009,1,0.0779,5.2822,0.0351,0.7332,23.7243,0.0000,23.7243,0.4132,0.0000,0.0000,2046,1232,138860,32.83,785.0
1732,357.5401,8.0955,0.0561,0.0133,2.2664,0.0469,0.0088,24.8353,0.0012,1,0.0773,5.5141,0.0345,0.7537,24.1599,0.0000,24.1599,0.4177,0.0000,0.0000,2046,1229,138476,32.81,785.0
1733,357.5673,27.2453,0.5208,0.0165,3.3666,0.0569,0.0096,27.8238,0.0011,1,0.0719,5.3482,0.0348,0.7059,24.6509,0.0000,24.6509,0.4155,0.0000,0.0000,2046,1166,132044,32.85,785.0
1734,357.5991,31.8135,0.9960,0.0175,1.9227,0.0425,0.0078,27.0049,0.0015,1,0.0734,5.5515,0.0348,0.7594,24.0377,0.0000,24.0377,0.4178,0.0000,0.0000,2046,1161,131276,32.88,785.0
1735,357.6292,30.0144,0.7322,0.0193,2.2766,0.0516,0.0105,29.1255,0.0013,1,0.0708,5.2022,0.0348,0.7242,24.0075,0.0000,24.0075,0.4157,0.0000,0.0000,2046,1136,128972,32.89,785.0
1736,357.6614,32.2365,0.9509,0.0170,2.4978,0.0576,0.0105,27.5833,0.0012,1,0.0698,5.0379,0.0348,0.7796,23.8665,0.0000,23.8665,0.4209,0.0000,0.0000,2046,1104,125580,32.90,785.0
1737,357.6925,31.1377,0.5838,0.0215,2.1994,0.0456,0.0077,28.6688,0.0008,1,0.0792,5.4961,0.0348,0.8750,24.3916,0.0000,24.3916,0.4192,0.0000,0.0000,2046,1077,122636,32.89,785.0
1738,357.7241,31.5471,1.0282,0.0198,1.9113,0.0446,0.0089,27.9367,0.0017,1,0.0806,4.9649,0.0360,0.7782,24.2502,0.0000,24.2502,0.4241,0.0000,0.0000,2046,1050,119788,32.91,785.0
1739,357.7550,30.9706,0.3880,0.0181,1.9308,0.0562,0.0075,57.6910,0.0014,1,0.0755,4.9732,0.0348,0.7332,23.8626,0.0000,23.8626,0.4411,0.0000,0.0000,2046,1015,116524,32.92,785.0
1740,357.8152,60.1135,1.0885,0.0198,2.2457,0.0803,0.0144,3.1625,0.0007,1,0.0695,4.2545,0.0348,0.6822,23.9509,0.0000,23.9509,0.4219,0.0000,0.0000,2046,986,113132,32.69,785.0
1741,357.8218,6.6277,0.0656,0.0138,2.3142,0.0487,0.0091,25.8274,0.0017,1,0.0712,4.4842,0.0348,0.6543,24.4958,0.0000,24.4958,0.4151,0.0000,0.0000,2046,951,109708,32.92,779.1
1742,357.8501,28.2993,0.6864,0.0113,1.9824,0.0469,0.0088,59.3589,0.0015,1,0.0693,4.2185,0.0349,0.6807,25.2536,0.0000,25.2536,0.4120,0.0000,0.0000,2046,885,104524,33.23,779.1
1743,357.9122,62.1167,2.0504,0.0166,4.7963,0.1119,0.0261,4.0743,0.0012,1,0.0827,4.4344,0.0336,0.7289,25.9244,0.0000,25.9244,0.4095,0.0000,0.0000,2046,874,99724,32.74,779.1
1744,357.9233,11.0934,0.4057,0.0152,4.0170,0.0710,0.0110,18.7957,0.0020,1,0.0651,4.1001,0.0337,0.6205,24.7805,0.0000,24.7805,0.4119,0.0000,0.0000,2046,837,97676,32.90,779.1
1745,357.9466,23.3476,1.4154,0.0173,3.9457,0.0623,0.0162,23.1970,0.0013,1,0.0674,3.5706,0.0346,0.9605,23.2607,0.0000,23.2607,0.4062,0.0000,0.0000,2046,766,91756,33.26,779.1
1746,357.9753,28.6742,1.5092,0.0159,3.4449,0.0595,0.0098,24.5310,0.0010,1,0.0651,3.4113,0.0348,0.5509,24.7912,0.0000,24.7912,0.4023,0.0000,0.0000,2046,762,86380,33.06,779.1
1747,358.0049,29.5931,0.8223,0.0152,3.1669,0.0591,0.0102,50.6610,0.0011,1,0.0794,3.5713,0.0348,0.5716,22.9871,0.0000,22.9871,0.3993,0.0000,0.0000,2046,742,85612,33.04,779.1
